Address,Beds,Baths,Square Feet,Property Type,Listing Price
"['935', 'N', 'Hyer', 'Avenue', 'Orlando', 'FL', '32803']",3 beds,2 baths,"1,982 sq. ft",Residental,"$550,000"
"['5156', 'Conroy', 'Road', '1124', 'Orlando', 'FL', '32811']",2 beds,2 baths,"1,028 sq. ft",Residental,"$189,000"
"['155', 'S', 'Court', 'Avenue', 'Orlando', 'FL', '32801']",2 beds,2 baths,"1,261 sq. ft",Residental,"$414,900"
"['19320', 'Oberly', 'Parkway', 'Orlando', 'FL', '32833']",4 beds,3 baths,"2,686 sq. ft",Residental,"$799,000"
"['16', 'Nancy', 'Lee', 'Avenue', 'Orlando', 'FL', '32807']",3 beds,1 bath,"1,290 sq. ft",Residental,"$390,000"
"['4386', 'Lake', 'Underhill', 'Road', 'C', 'Orlando', 'FL', '32803']",2 beds,2 baths,"1,250 sq. ft",Residental,"$218,000"
"['Wembley', 'Avenue', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$59,800"
"['13119', 'Granger', 'Avenue', 'Orlando', 'FL', '32827']",5 beds,4 baths,"4,054 sq. ft",Residental,"$1,049,777"
"['1887', 'Florence', 'Vista', 'Boulevard', 'Orlando', 'FL', '32818']",5 beds,3 baths,"2,770 sq. ft",Residental,"$500,000"
"['706', 'Braidwood', 'Lane', 'Orlando', 'FL', '32803']",3 beds,2 baths,"1,651 sq. ft",Residental,"$449,900"
"['11797', 'Tidal', 'Alley', 'Orlando', 'FL', '32832']",4 beds,2 baths,"1,678 sq. ft",Residental,"$445,000"
"['1617', 'Florinda', 'Drive', 'Orlando', 'FL', '32804']",5 beds,2 baths,"1,500 sq. ft",Residental,"$395,000"
"['9307', 'Telfer', 'Run', 'Orlando', 'FL', '32817']",3 beds,2 baths,"1,533 sq. ft",Residental,"$389,900"
"['838', 'Ellwood', 'Avenue', 'Orlando', 'FL', '32804']",2 beds,1 bath,912 sq. ft,Residental,"$369,900"
"['642', 'International', 'Drive', 'Orlando', 'FL', '32821']",NaN,NaN,NaN,Residental,"$364,000"
"['2158', 'Glossy', 'Privet', 'Drive', 'Orlando', 'FL', '32828']",3 beds,3 baths,"1,376 sq. ft",Residental,"$350,000"
"['2227', 'Fleet', 'Circle', 'Orlando', 'FL', '32817']",3 beds,1 bath,"1,360 sq. ft",Residental,"$329,700"
"['5067', 'Stone', 'Harbour', 'Road', 'Orlando', 'FL', '32808']",3 beds,2 baths,"1,418 sq. ft",Residental,"$320,000"
"['7024', 'Watseka', 'Avenue', 'Orlando', 'FL', '32818']",4 beds,2 baths,"1,300 sq. ft",Residental,"$298,000"
"['1122', 'N', 'Powers', 'Drive', 'Orlando', 'FL', '32818']",4 beds,2 baths,"2,930 sq. ft",Residental,"$264,900"
"['2071', 'Dixie', 'Belle', 'Drive', '2071p', 'Orlando', 'FL', '32812']",2 beds,1 bath,845 sq. ft,Residental,"$179,900"
"['5423', 'Timberchase', 'Court', 'Orlando', 'FL', '32811']",3 beds,2 baths,"1,100 sq. ft",Residental,"$325,000"
"['1522', 'W', 'Washington', 'Street', 'Orlando', 'FL', '32805']",4 beds,3 baths,"2,068 sq. ft",Residental,"$310,000"
"['448', 'Delicata', 'Drive', 'Orlando', 'FL', '32807']",3 beds,2 baths,"1,303 sq. ft",Residental,"$300,000"
"['805', 'Park', 'Villa', 'Circle', 'Orlando', 'FL', '32824']",2 beds,2 baths,990 sq. ft,Residental,"$220,000"
"['911', 'N', 'Orange', 'Avenue', '125', 'Orlando', 'FL', '32801']",1 bed,1 bath,763 sq. ft,Residental,"$199,900"
"['120', 'W', 'America', 'Street', '8', 'Orlando', 'FL', '32801']",1 bed,1 bath,636 sq. ft,Residental,"$152,500"
"['Mardi', 'Gras', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$79,900"
"['3826', 'Hunters', 'Isle', 'Drive', 'Orlando', 'FL', '32837']",6 beds,5 baths,"4,415 sq. ft",Residental,"$1,250,000"
"['14691', 'Tanja', 'King', 'Boulevard', 'Orlando', 'FL', '32828']",4 beds,2 baths,"2,988 sq. ft",Residental,"$679,900"
"['1329', 'Radclyffe', 'Road', 'Orlando', 'FL', '32804']",4 beds,3 baths,"2,428 sq. ft",Residental,"$678,500"
"['8765', 'Ribault', 'Avenue', 'Orlando', 'FL', '32832']",4 beds,3 baths,"2,658 sq. ft",Residental,"$550,000"
"['4140', 'Teriwood', 'Avenue', 'Orlando', 'FL', '32812']",3 beds,2 baths,"2,012 sq. ft",Residental,"$520,000"
"['4739', 'Creekside', 'Park', 'Avenue', 'Orlando', 'FL', '32811']",3 beds,2 baths,"2,081 sq. ft",Residental,"$440,000"
"['10113', 'Winding', 'Creek', 'Lane', 'Orlando', 'FL', '32825']",3 beds,2 baths,"1,819 sq. ft",Residental,"$424,000"
"['415', 'Sunset', 'Drive', 'Orlando', 'FL', '32805']",2 beds,1 bath,"1,140 sq. ft",Residental,"$228,500"
"['2800', 'N', 'Powers', 'Drive', '9', 'Orlando', 'FL', '32818']",2 beds,1 bath,832 sq. ft,Residental,"$107,500"
"['1113', 'Cherry', 'Valley', 'Way', 'Orlando', 'FL', '32828']",4 beds,2 baths,"1,942 sq. ft",Residental,"$419,900"
"['5865', 'Manchester', 'Bridge', 'Drive', 'Orlando', 'FL', '32829']",3 beds,2 baths,"1,717 sq. ft",Residental,"$409,000"
"['6240', 'Dell', 'Street', 'Orlando', 'FL', '32809']",3 beds,2 baths,"1,096 sq. ft",Residental,"$269,000"
"['13917', 'Fairway', 'Island', 'Drive', '924', 'Orlando', 'FL', '32837']",2 beds,2 baths,"1,020 sq. ft",Residental,"$239,900"
"['9672', 'Bryanston', 'Drive', 'Orlando', 'FL', '32827']",5 beds,5 baths,"5,107 sq. ft",Residental,"$2,999,000"
"['6977', 'Dolce', 'Street', 'Orlando', 'FL', '32819']",4 beds,3 baths,"2,988 sq. ft",Residental,"$699,000"
"['1480', 'E', 'Illiana', 'Street', 'Orlando', 'FL', '32806']",3 beds,2 baths,"1,621 sq. ft",Residental,"$459,900"
"['10509', 'Cherry', 'Oak', 'Circle', 'Orlando', 'FL', '32817']",4 beds,2 baths,"1,936 sq. ft",Residental,"$439,000"
"['Hickory', 'Tree', 'Court', 'Orlando', 'FL', '32832']",NaN,NaN,NaN,Residental,"$365,000"
"['3901', 'Beachman', 'Drive', 'Orlando', 'FL', '32810']",2 beds,1 bath,"1,031 sq. ft",Residental,"$280,000"
"['6068', 'Willowpointe', 'Circle', '202', 'Orlando', 'FL', '32822']",2 beds,2 baths,914 sq. ft,Residental,"$235,000"
"['4101', 'S', 'Texas', 'Avenue', 'Orlando', 'FL', '32839']",NaN,NaN,NaN,Residental,"$2,500,000"
"['4101', 'S', 'Texas', 'Avenue', 'Orlando', 'FL', '32839']",NaN,NaN,NaN,Residental,"$2,500,000"
"['1610', 'Laken', 'Cove', 'Lane', 'Orlando', 'FL', '32804']",4 beds,4 baths,"3,863 sq. ft",Residental,"$2,300,000"
"['5180', 'Lake', 'Margaret', 'Drive', 'Orlando', 'FL', '32812']",NaN,NaN,NaN,Residental,"$1,200,000"
"['5180', 'Lake', 'Margaret', 'Drive', 'Orlando', 'FL', '32812']",3 beds,2 baths,"3,445 sq. ft",Residental,"$1,200,000"
"['11657', 'Fiction', 'Avenue', 'Orlando', 'FL', '32832']",3 beds,2 baths,"1,518 sq. ft",Residental,"$490,000"
"['20549', 'Nettleton', 'Street', 'Orlando', 'FL', '32833']",3 beds,2 baths,"2,248 sq. ft",Residental,"$482,000"
"['1255', 'Blackwater', 'Pond', 'Drive', 'Orlando', 'FL', '32828']",4 beds,2 baths,"2,721 sq. ft",Residental,"$479,000"
"['1231', 'Falling', 'Star', 'Lane', 'Orlando', 'FL', '32828']",3 beds,2 baths,"2,060 sq. ft",Residental,"$377,000"
"['4750', 'Kempston', 'Drive', 'Orlando', 'FL', '32812']",4 beds,2 baths,"1,638 sq. ft",Residental,"$370,000"
"['Arbor', 'Glen', 'Court', 'Orlando', 'FL', '32832']",NaN,NaN,NaN,Residental,"$365,000"
"['6524', 'Swissco', 'Drive', '1012', 'Orlando', 'FL', '32822']",3 beds,2 baths,"1,286 sq. ft",Residental,"$277,000"
"['5812', 'Bolling', 'Drive', 'Orlando', 'FL', '32808']",3 beds,1 bath,"1,666 sq. ft",Residental,"$260,000"
"['5944', 'Branch', 'Drive', 'Orlando', 'FL', '32822']",3 beds,2 baths,"1,132 sq. ft",Residental,"$287,500"
"['4551', 'Frisco', 'Circle', 'Orlando', 'FL', '32808']",3 beds,2 baths,"1,107 sq. ft",Residental,"$265,000"
"['4548', 'Cepeda', 'Street', 'Orlando', 'FL', '32811']",3 beds,1 bath,"1,124 sq. ft",Residental,"$229,900"
"['6165', 'Carrier', 'Drive', '1303', 'Orlando', 'FL', '32819']",2 beds,2 baths,583 sq. ft,Residental,"$185,000"
"['4367', 'Thornbriar', 'Lane', '207', 'Orlando', 'FL', '32822']",2 beds,2 baths,935 sq. ft,Residental,"$167,990"
"['1128', 'Timor', 'Avenue', 'Orlando', 'FL', '32804']",NaN,NaN,NaN,Residental,"$150,000"
"['901', 'Maple', 'Creek', 'Drive', 'Orlando', 'FL', '32828']",4 beds,3 baths,"2,877 sq. ft",Residental,"$525,000"
"['11013', 'Creighton', 'Drive', 'Orlando', 'FL', '32817']",4 beds,3 baths,"2,813 sq. ft",Residental,"$535,000"
"['3480', 'Benson', 'Park', 'Boulevard', 'Orlando', 'FL', '32829']",3 beds,2 baths,"1,816 sq. ft",Residental,"$469,000"
"['20529', 'Starry', 'Street', '4a', 'Orlando', 'FL', '32833']",3 beds,2 baths,"2,135 sq. ft",Residental,"$624,900"
"['209', 'Bayshore', 'Drive', 'Orlando', 'FL', '32805']",3 beds,1 bath,"1,351 sq. ft",Residental,"$237,100"
"['4518', 'Commander', 'Drive', '1928', 'Orlando', 'FL', '32822']",3 beds,2 baths,"1,253 sq. ft",Residental,"$210,000"
"['9864', 'Covent', 'Garden', 'Drive', 'Orlando', 'FL', '32827']",5 beds,4 baths,"5,760 sq. ft",Residental,"$3,300,000"
"['5750', 'Edgewater', 'Drive', 'Orlando', 'FL', '32810']",NaN,NaN,NaN,Residental,"$1,500,000"
"['10939', 'Emerald', 'Chase', 'Drive', 'Orlando', 'FL', '32836']",4 beds,5 baths,"5,248 sq. ft",Residental,"$1,000,000"
"['2100', 'Treymore', 'Drive', 'Orlando', 'FL', '32825']",4 beds,3 baths,"3,323 sq. ft",Residental,"$599,900"
"['14779', 'Grand', 'Cove', 'Drive', 'Orlando', 'FL', '32837']",5 beds,3 baths,"2,716 sq. ft",Residental,"$549,000"
"['2433', 'Dammar', 'Street', 'Orlando', 'FL', '32824']",4 beds,3 baths,"2,565 sq. ft",Residental,"$544,000"
"['3342', 'Benson', 'Park', 'Boulevard', 'Orlando', 'FL', '32829']",4 beds,2 baths,"2,246 sq. ft",Residental,"$505,000"
"['1814', 'Sand', 'Arbor', 'Circle', 'Orlando', 'FL', '32824']",4 beds,2 baths,"2,000 sq. ft",Residental,"$450,000"
"['5415', 'Los', 'Palma', 'Vista', 'Drive', 'Orlando', 'FL', '32837']",5 beds,3 baths,"2,784 sq. ft",Residental,"$675,000"
"['6024', 'Woods', 'Street', 'Orlando', 'FL', '32809']",NaN,NaN,NaN,Residental,"$600,000"
"['6741', 'Nightwind', 'Circle', 'Orlando', 'FL', '32818']",3 beds,2 baths,"1,765 sq. ft",Residental,"$459,900"
"['13006', 'Phoenix', 'Woods', 'Lane', 'Orlando', 'FL', '32824']",4 beds,2 baths,"1,854 sq. ft",Residental,"$399,999"
"['Orlando', 'FL', '32825']",4 beds,2 baths,"1,715 sq. ft",Residental,"$349,900"
"['1313', '39th', 'Street', 'Orlando', 'FL', '32839']",8 beds,5 baths,"3,600 sq. ft",Residental,"$349,900"
"['807', 'Cloyd', 'Dairy', 'Loop', 'Orlando', 'FL', '32825']",3 beds,2 baths,"1,209 sq. ft",Residental,"$320,000"
"['2508', 'Woodgate', 'Boulevard', '201', 'Orlando', 'FL', '32822']",2 beds,2 baths,930 sq. ft,Residental,"$170,000"
"['1568', 'Barkwood', 'Lane', 'Orlando', 'FL', '32828']",3 beds,2 baths,NaN,Residental,"$130,000"
"['20818', 'Sheldon', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$155,000"
"['9420', 'Dugard', 'Court', 'Orlando', 'FL', '32827']",4 beds,3 baths,"4,037 sq. ft",Residental,"$1,145,000"
"['7023', 'Talbot', 'Drive', 'Orlando', 'FL', '32819']",4 beds,2 baths,"1,766 sq. ft",Residental,"$575,000"
"['7023', 'Talbot', 'Drive', 'Orlando', 'FL', '32819']",4 beds,2 baths,"1,766 sq. ft",Residental,"$575,000"
"['1001', 'Carlson', 'Drive', 'Orlando', 'FL', '32804']",3 beds,1 bath,"1,446 sq. ft",Residental,"$339,900"
"['626', 'Florida', 'Street', 'Orlando', 'FL', '32806']",4 beds,3 baths,"2,305 sq. ft",Residental,"$699,000"
"['18645', 'Seaview', 'Street', 'Orlando', 'FL', '32833']",5 beds,2 baths,"2,884 sq. ft",Residental,"$575,000"
"['2644', 'Shinoak', 'Drive', 'Orlando', 'FL', '32837']",4 beds,2 baths,"2,041 sq. ft",Residental,"$565,000"
"['1000', 'Paladin', 'Court', 'Orlando', 'FL', '32812']",4 beds,2 baths,"2,958 sq. ft",Residental,"$485,000"
"['13184', 'Markowitz', 'Alley', 'Orlando', 'FL', '32827']",5 beds,3 baths,"3,415 sq. ft",Residental,"$768,713"
"['1200', 'Lake', 'Baldwin', 'Lane', 'Orlando', 'FL', '32814']",3 beds,3 baths,"2,234 sq. ft",Residental,"$750,000"
"['8301', 'Elm', 'Park', 'Drive', '6310', 'Orlando', 'FL', '32821']",1 bed,1 bath,789 sq. ft,Residental,"$195,000"
"['12433', 'Greco', 'Drive', 'Orlando', 'FL', '32824']",4 beds,3 baths,"2,338 sq. ft",Residental,"$580,500"
"['6739', 'Parson', 'Brown', 'Drive', 'Orlando', 'FL', '32819']",3 beds,2 baths,"1,741 sq. ft",Residental,"$525,000"
"['820', 'Buckwood', 'Drive', 'Orlando', 'FL', '32806']",3 beds,2 baths,"1,478 sq. ft",Residental,"$445,000"
"['16942', 'Cornerwood', 'Drive', 'Orlando', 'FL', '32820']",3 beds,2 baths,"1,632 sq. ft",Residental,"$377,000"
"['8525', 'Acoma', 'Drive', 'Orlando', 'FL', '32829']",3 beds,2 baths,"1,466 sq. ft",Residental,"$335,000"
"['2754', 'Fieldstone', 'Ct', 'Orlando', 'FL', '32839']",3 beds,2 baths,"1,492 sq. ft",Residental,"$315,000"
"['3478', 'Westchester', 'Square', 'Boulevard', '204', 'Orlando', 'FL', '32835']",3 beds,2 baths,"1,600 sq. ft",Residental,"$248,500"
"['3406', 'Soho', 'Street', '303', 'Orlando', 'FL', '32835']",1 bed,1 bath,945 sq. ft,Residental,"$155,000"
"['Peabody', 'St', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$150,000"
"['8125', 'Resort', 'Village', 'Drive', 'Unit#', '5309', 'Orlando', 'FL', '32821']",2 beds,2 baths,"1,060 sq. ft",Residental,"$215,000"
"['3650', 'Grant', 'Boulevard', 'Orlando', 'FL', '32804']",NaN,NaN,NaN,Residental,"$595,000"
"['3632', 'Grant', 'Boulevard', 'Orlando', 'FL', '32804']",4 beds,NaN,"1,488 sq. ft",Residental,"$595,000"
"['3632', 'Grant', 'Boulevard', 'Orlando', 'FL', '32804']",4 beds,2 baths,"1,488 sq. ft",Residental,"$595,000"
"['14931', 'Faversham', 'Circle', 'Orlando', 'FL', '32826']",4 beds,2 baths,"2,547 sq. ft",Residental,"$520,000"
"['4007', 'Woodfern', 'Drive', 'C', 'Orlando', 'FL', '32839']",2 beds,2 baths,"1,211 sq. ft",Residental,"$142,900"
"['5911', 'Harrington', 'Drive', 'Orlando', 'FL', '32808']",3 beds,2 baths,"1,320 sq. ft",Residental,"$265,000"
"['12028', 'Xenia', 'Lane', 'Orlando', 'FL', '32827']",3 beds,2 baths,"1,941 sq. ft",Residental,"$650,000"
"['925', 'Mayfair', 'Circle', 'Orlando', 'FL', '32803']",4 beds,3 baths,"2,963 sq. ft",Residental,"$950,000"
"['602', 'Sweetbriar', 'Road', 'Orlando', 'FL', '32806']",4 beds,3 baths,"2,300 sq. ft",Residental,"$655,000"
"['601', 'E', 'Jackson', 'Street', 'Orlando', 'FL', '32801']",5 beds,3 baths,"5,000 sq. ft",Residental,"$3,500,000"
"['8766', 'The', 'Esplanade', '24', 'Orlando', 'FL', '32836']",4 beds,3 baths,"3,012 sq. ft",Residental,"$675,000"
"['9542', 'Heron', 'Pointe', 'Drive', 'Orlando', 'FL', '32832']",6 beds,2 baths,"2,682 sq. ft",Residental,"$597,000"
"['7027', 'Ardis', 'Street', 'Orlando', 'FL', '32835']",4 beds,3 baths,"3,562 sq. ft",Residental,"$499,000"
"['10119', 'Malpas', 'Point', 'Orlando', 'FL', '32832']",5 beds,3 baths,"3,706 sq. ft",Residental,"$949,500"
"['7903', 'Palmdale', 'Drive', 'Orlando', 'FL', '32819']",3 beds,2 baths,"2,776 sq. ft",Residental,"$699,990"
"['5425', 'Simpson', 'Road', 'Orlando', 'FL', '32824']",NaN,NaN,NaN,Residental,"$599,000"
"['4360', 'Conroy', 'Club', 'Drive', 'Orlando', 'FL', '32835']",4 beds,3 baths,"2,534 sq. ft",Residental,"$598,000"
"['9946', 'Bennington', 'Chase', 'Drive', 'Orlando', 'FL', '32829']",5 beds,3 baths,"2,754 sq. ft",Residental,"$493,000"
"['2856', 'Abalone', 'Boulevard', 'Orlando', 'FL', '32833']",3 beds,2 baths,"1,911 sq. ft",Residental,"$432,000"
"['3245', 'Escondido', 'Drive', 'Orlando', 'FL', '32827']",4 beds,2 baths,"1,920 sq. ft",Residental,"$385,000"
"['1431', 'S', 'Chickasaw', 'Trail', '8', 'Orlando', 'FL', '32825']",3 beds,2 baths,"1,642 sq. ft",Residental,"$328,000"
"['3431', 'Fitzgerald', 'Drive', 'Orlando', 'FL', '32805']",4 beds,2 baths,"2,134 sq. ft",Residental,"$310,000"
"['4010', 'Dolomite', 'Street', 'A-6', 'Orlando', 'FL', '32839']",1 bed,1 bath,762 sq. ft,Residental,"$115,000"
"['Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$175,000"
"['9180', 'Sloane', 'Street', 'Orlando', 'FL', '32827']",NaN,NaN,NaN,Residental,"$3,000,000"
"['8918', 'Tavistock', 'Lakes', 'Boulevard', 'Orlando', 'FL', '32827']",5 beds,3 baths,"2,476 sq. ft",Residental,"$759,900"
"['3024', 'San', 'Leo', 'Drive', 'Orlando', 'FL', '32820']",5 beds,3 baths,"3,261 sq. ft",Residental,"$674,900"
"['12538', 'Floridays', 'Resort', 'Drive', '212-c', 'Orlando', 'FL', '32821']",3 beds,2 baths,"1,200 sq. ft",Residental,"$299,950"
"['4432', 'Watch', 'Hill', 'Road', 'Orlando', 'FL', '32808']",3 beds,2 baths,"1,275 sq. ft",Residental,"$299,000"
"['136', 'Leggett', 'Alley', 'Orlando', 'FL', '32827']",5 beds,4 baths,"3,103 sq. ft",Residental,"$750,379"
"['124', 'Peebles', 'Street', 'Orlando', 'FL', '32827']",4 beds,2 baths,"3,400 sq. ft",Residental,"$660,990"
"['144', 'Marconi', 'Street', 'Orlando', 'FL', '32827']",3 beds,2 baths,"1,976 sq. ft",Residental,"$645,990"
"['4247', 'Shackelford', 'Court', 'Orlando', 'FL', '32824']",3 beds,2 baths,"1,667 sq. ft",Residental,"$430,000"
"['1315', 'Creekbottom', 'Circle', 'Orlando', 'FL', '32825']",3 beds,2 baths,"1,473 sq. ft",Residental,"$272,600"
"['8820', 'Bay', 'Villa', 'Court', 'Orlando', 'FL', '32836']",4 beds,3 baths,"3,711 sq. ft",Residental,"$1,178,000"
"['26', 'Mcmillian', 'Drive', 'Orlando', 'FL', '32827']",5 beds,4 baths,"3,518 sq. ft",Residental,"$901,772"
"['9235', 'Sweet', 'Maple', 'Avenue', 'Orlando', 'FL', '32832']",3 beds,2 baths,"1,678 sq. ft",Residental,"$388,000"
"['204', 'E', 'South', 'Street', '5054', 'Orlando', 'FL', '32801']",1 bed,1 bath,739 sq. ft,Residental,"$188,000"
"['Sabal', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$115,000"
"['32', 'W', 'Steele', 'Street', 'Orlando', 'FL', '32804']",5 beds,3 baths,"3,164 sq. ft",Residental,"$1,390,000"
"['4427', 'Elderberry', 'Drive', 'Orlando', 'FL', '32809']",3 beds,1 bath,"1,151 sq. ft",Residental,"$330,000"
"['715', 'Palmera', 'Street', 'Orlando', 'FL', '32811']",3 beds,2 baths,"1,476 sq. ft",Residental,"$295,000"
"['5550', 'E', 'Michigan', 'Street', '3201', 'Orlando', 'FL', '32822']",3 beds,2 baths,"1,194 sq. ft",Residental,"$275,000"
"['3446', 'Soho', 'Street', '301', 'Orlando', 'FL', '32835']",2 beds,2 baths,"1,107 sq. ft",Residental,"$229,900"
"['9337', 'Royal', 'Estates', 'Boulevard', 'Orlando', 'FL', '32836']",5 beds,4 baths,"3,135 sq. ft",Residental,"$749,900"
"['14220', 'Castlerock', 'Drive', 'Orlando', 'FL', '32828']",4 beds,2 baths,"1,912 sq. ft",Residental,"$439,000"
"['2960', 'S', 'Semoran', 'Boulevard', '1503', 'Orlando', 'FL', '32822']",2 beds,2 baths,889 sq. ft,Residental,"$85,000"
"['0', 'Hargrave', 'Street', 'Orlando', 'FL', '32803']",NaN,NaN,NaN,Residental,"$145,000"
"['210', 'Hibiscus', 'Court', 'Orlando', 'FL', '32801']",3 beds,2 baths,"2,049 sq. ft",Residental,"$699,000"
"['127', 'Banfield', 'Place', 'Orlando', 'FL', '32827']",4 beds,3 baths,"3,199 sq. ft",Residental,"$771,179"
"['152', 'Blueleaf', 'Street', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,920 sq. ft",Residental,"$756,978"
"['19342', 'Banfield', 'Place', 'Orlando', 'FL', '32827']",4 beds,2 baths,"2,712 sq. ft",Residental,"$747,394"
"['714', 'Cordova', 'Drive', 'Orlando', 'FL', '32804']",NaN,NaN,NaN,Residental,"$799,000"
"['18851', 'Rawson', 'Street', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,235 sq. ft",Residental,"$696,391"
"['205', 'Emory', 'Place', 'Orlando', 'FL', '32804']",4 beds,3 baths,"2,963 sq. ft",Residental,"$975,000"
"['5913', 'Edgerton', 'Avenue', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$160,000"
"['Willesdom', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$149,000"
"['Ralston', 'Street', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$159,900"
"['Dallas', 'Boulevard', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$144,900"
"['Lot', '6', 'Bancroft', 'Boulevard', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$134,900"
"['108', 'Allium', 'Place', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,688 sq. ft",Residental,"$691,284"
"['83', 'W', 'Harding', 'Street', 'Orlando', 'FL', '32806']",3 beds,2 baths,"1,796 sq. ft",Residental,"$529,900"
"['2409', 'Winston', 'Avenue', 'Orlando', 'FL', '32810']",NaN,NaN,"1,349 sq. ft",Residental,"$400,000"
"['2426', 'River', 'Rise', 'Court', 'Orlando', 'FL', '32828']",5 beds,3 baths,"3,328 sq. ft",Residental,"$895,000"
"['640', 'Grand', 'Street', 'Orlando', 'FL', '32805']",2 beds,1 bath,722 sq. ft,Residental,"$180,000"
"['2717', 'Maitland', 'Crossing', 'Way', '207', 'Orlando', 'FL', '32810']",2 beds,2 baths,"1,064 sq. ft",Residental,"$369,000"
"['2314', 'Midtown', 'Terrace', '1136', 'Orlando', 'FL', '32839']",1 bed,1 bath,770 sq. ft,Residental,"$169,990"
"['2314', 'Midtown', 'Terrace', '1136', 'Orlando', 'FL', '32839']",1 bed,1 bath,770 sq. ft,Residental,"$169,990"
"['4038', 'Shorecrest', 'Drive', 'Orlando', 'FL', '32804']",3 beds,3 baths,"2,471 sq. ft",Residental,"$1,100,000"
"['174', 'Rawson', 'Street', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,843 sq. ft",Residental,"$698,524"
"['7220', 'Westpointe', 'Boulevard', '1427', 'Orlando', 'FL', '32835']",3 beds,2 baths,"1,466 sq. ft",Residental,"$252,500"
"['7220', 'Westpointe', 'Boulevard', '1427', 'Orlando', 'FL', '32835']",3 beds,2 baths,"1,466 sq. ft",Residental,"$252,500"
"['8125', 'Resort', 'Village', 'Drive', '51009', 'Orlando', 'FL', '32821']",2 beds,2 baths,"1,060 sq. ft",Residental,"$248,000"
"['1502', 'Sawyerwood', 'Avenue', 'Orlando', 'FL', '32809']",3 beds,2 baths,"1,553 sq. ft",Residental,"$399,510"
"['3209', 'Parkchester', 'Square', 'Boulevard', '307', 'Orlando', 'FL', '32835']",3 beds,2 baths,"1,260 sq. ft",Residental,"$255,000"
"['9923', 'Pearson', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,328 sq. ft",Residental,"$805,150"
"['9955', 'Pearson', 'Orlando', 'FL', '32827']",3 beds,2 baths,"1,788 sq. ft",Residental,"$639,187"
"['3721', 'S', 'Fern', 'Creek', 'Avenue', 'Orlando', 'FL', '32806']",3 beds,1 bath,"1,424 sq. ft",Residental,"$349,900"
"['13121', 'Mcmillian', 'Drive', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,883 sq. ft",Residental,"$792,581"
"['4157', 'Grande', 'Brick', 'Loop', '18', 'Orlando', 'FL', '32837']",4 beds,4 baths,"3,239 sq. ft",Residental,"$2,573,970"
"['4175', 'Grande', 'Brick', 'Loop', '21', 'Orlando', 'FL', '32837']",4 beds,4 baths,"3,239 sq. ft",Residental,"$2,569,875"
"['13127', 'Mcmillian', 'Drive', 'Orlando', 'FL', '32827']",5 beds,3 baths,"3,060 sq. ft",Residental,"$826,529"
"['1419', 'Selma', 'Avenue', 'Orlando', 'FL', '32825']",4 beds,2 baths,"1,873 sq. ft",Residental,"$480,000"
"['9627', '3rd', 'Avenue', 'Orlando', 'FL', '32824']",3 beds,2 baths,"1,200 sq. ft",Residental,"$175,000"
"['International', 'Drive', 'Orlando', 'FL', '32821']",NaN,NaN,NaN,Residental,"$320,000"
"['924', 'Citrus', 'Street', 'Orlando', 'FL', '32805']",3 beds,1 bath,850 sq. ft,Residental,"$230,000"
"['10489', 'Cromwell', 'Grove', 'Terrace', 'Orlando', 'FL', '32827']",4 beds,4 baths,"4,764 sq. ft",Residental,"$3,600,000"
"['13109', 'Mcmillian', 'Drive', 'Orlando', 'FL', '32827']",4 beds,3 baths,"2,883 sq. ft",Residental,"$778,869"
"['76', 'Rawson', 'Street', 'Orlando', 'FL', '32827']",4 beds,2 baths,"2,235 sq. ft",Residental,"$637,189"
"['1990', 'Warwick', 'Hills', 'Dr.', '1101', 'Orlando', 'FL', '32826']",3 beds,2 baths,NaN,Residental,"$169,900"
"['3217', 'Lake', 'Twylo', 'Rd', 'Orlando', 'FL', '32817']",NaN,NaN,NaN,Residental,"$150,000"
"['1936', 'Mccoy', 'Road', 'Belle', 'Isle', 'FL', '32809']",NaN,NaN,NaN,Residental,"$995,000"
"['2400', 'Caribbean', 'Court', 'Orlando', 'FL', '32805']",4 beds,3 baths,"2,315 sq. ft",Residental,"$486,000"
"['Quinn', 'Street', 'Unit', '3A', 'Orlando', 'FL', '32833']",NaN,NaN,NaN,Residental,"$59,900"
