Address,Beds,Baths,Square Feet,Property Type,Listing Price
"['7220','Westpointe','Boulevard','1427','Orlando','FL','32835']",3,2,1466,Residential,252500
"['8125','Resort','Village','Drive','51009','Orlando','FL','32821']",2,2,1060,Residential,248000
"['1502','Sawyerwood','Avenue','Orlando','FL','32809']",3,2,1553,Residential,399510
"['3209','Parkchester','Square','Boulevard','307','Orlando','FL','32835']",3,2,1260,Residential,255000
"['9923','Pearson','Orlando','FL','32827']",4,3,2328,Residential,805150
"['9955','Pearson','Orlando','FL','32827']",3,2,1788,Residential,639187
"['3721','S','Fern','Creek','Avenue','Orlando','FL','32806']",3,1,1424,Residential,349900
"['13121','Mcmillian','Drive','Orlando','FL','32827']",4,3,2883,Residential,792581
"['4157','Grande','Brick','Loop','18','Orlando','FL','32837']",4,4,3239,Residential,2573970
"['4175','Grande','Brick','Loop','21','Orlando','FL','32837']",4,4,3239,Residential,2569875
"['13127','Mcmillian','Drive','Orlando','FL','32827']",5,3,3060,Residential,826529
"['1419','Selma','Avenue','Orlando','FL','32825']",4,2,1873,Residential,480000
"['9627','3rd','Avenue','Orlando','FL','32824']",3,2,1200,Residential,175000
"['924','Citrus','Street','Orlando','FL','32805']",3,1,850,Residential,230000
"['13109','Mcmillian','Drive','Orlando','FL','32827']",4,3,2883,Residential,778869
"['76','Rawson','Street','Orlando','FL','32827']",4,2,2235,Residential,637189
"['2400','Caribbean','Court','Orlando','FL','32805']",4,3,2315,Residential,486000
"['9214','Bayway','Drive','Orlando','FL','32819']",4,5,6181,Residential,1050000
"['4138','Grande','Brick','Loop','31','Orlando','FL','32837']",4,4,3239,Residential,2467000
"['4156','Grande','Brick','Loop','28','Orlando','FL','32837']",3,3,2799,Residential,2261000
"['4144','Grande','Brick','Loop','30','Orlando','FL','32837']",3,3,2799,Residential,2209500
"['1215','S','Econlockhatchee','Trail','Orlando','FL','32825']",5,3,2994,Residential,289900
"['5038','Benwick','Alley','8a','Orlando','FL','32814']",6,5,5402,Residential,2300000
"['4126','Grande','Brick','Loop','33','Orlando','FL','32837']",3,3,2799,Residential,2209500
"['9150','Waverly','Walk','Drive','Orlando','FL','32817']",4,2,2783,Residential,599990
"['10914','Peabody','Orlando','FL','32832']",5,3,3288,Residential,593990
"['10914','Provincetown','II','Orlando','FL','32832']",4,2,2995,Residential,549990
"['10914','Greythorne','Orlando','FL','32832']",4,2,2385,Residential,532990
"['11169','Lore','Way','Orlando','FL','32832']",5,3,2634,Residential,513835
"['10249','Vista','Cove','Lane','Orlando','FL','32825']",3,2,1044,Residential,343000
"['8131','Old','Grove','Drive','Orlando','FL','32818']",2,2,976,Residential,303000
"['10639','Regency','Court','Orlando','FL','32825']",4,2,1711,Residential,441000
"['2218','Winnetka','Court','Orlando','FL','32818']",3,2,1581,Residential,340000
"['1803','Rouse','Lake','Road','Orlando','FL','32817']",3,2,2230,Residential,526000
"['5720','Shasta','Drive','Orlando','FL','32810']",3,2,1626,Residential,315000
"['2247','Greenview','Circle','Orlando','FL','32808']",3,1,1301,Residential,259000
"['121','Willow','Drive','Orlando','FL','32807']",4,2,1655,Residential,385000
"['5512','Memorial','Drive','Orlando','FL','32821']",3,2,1576,Residential,362000
"['1304','Welson','Road','Orlando','FL','32837']",3,2,2238,Residential,455000
"['12133','Carolina','Woods','Lane','Orlando','FL','32824']",2,2,1025,Residential,354000
"['9753','Fenrose','Terrace','Orlando','FL','32827']",3,2,1392,Residential,395000
"['2837','Abington','Avenue','Orlando','FL','32826']",3,2,1669,Residential,424000
"['8709','Black','Creek','Boulevard','Orlando','FL','32829']",3,2,2527,Residential,486000
"['649','Rosemere','Circle','Orlando','FL','32835']",3,2,1568,Residential,430000
"['1737','Circe','Lake','Court','Orlando','FL','32826']",3,2,1200,Residential,342000
"['451','Chicago','Woods','Circle','Orlando','FL','32824']",4,3,1632,Residential,396000
"['219','1st','Street','Orlando','FL','32824']",3,2,1253,Residential,332000
"['2929','Golden','Rock','Drive','Orlando','FL','32818']",4,3,2152,Residential,420000
"['2162','Great','Falls','Way','Orlando','FL','32824']",4,2,1731,Residential,440000
"['11859','GENNARO','LANE,','Orlando,','FL','32827]",3,2,2005,Residential,649000
"['151','E','WASHINGTON','STREET,','Orlando,','FL','32801]",2,2,1785,Residential,499000
"['7240','WESTPOINTE','BOULEVARD,','Orlando,','FL','32835]",3,2,1423,Residential,240000
"['100','S','EOLA','DRIVE,','Orlando,','FL','32801]",3,3,2475,Residential,750000
"['3446','SOHO','STREET,','Orlando,','FL','32835]",2,2,1107,Residential,1450000
"['3314','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,2,1447,Residential,280000
"['3619','WINDING','LAKE','CIRCLE,','Orlando,','FL','32835]",4,5,3414,Residential,850000
"['4508','KIRKLAND','BOULEVARD,','Orlando,','FL','32811]",3,2,1220,Residential,230000
"['15','N','HAMPTON,','Orlando,','FL','32803]",4,3,1882,Residential,680000
"['1741','BUNKERHILL','COURT,','Orlando,','FL','32807]",2,2,1018,Residential,195000
"['4555','WATCH','HILL','ROAD,','Orlando,','FL','32808]",3,2,1020,Residential,275000
"['968','BURNS','STREET,','Orlando,','FL','32803]",3,2,1822,Residential,475000
"['809','COLUMBIA','STREET,','Orlando,','FL','32805]",3,1,1003,Residential,219900
"['621','CATHCART','AVENUE,','Orlando,','FL','32803]",2,2,1160,Residential,294000
"['105','DUDLEY','STREET,','Orlando,','FL','32805]",2,2,1072,Residential,200000
"['911','YATES','STREET,','Orlando,','FL','32804]",3,2,1351,Residential,399900
"['2505','HOMELAND','ST,','Orlando,','FL','32806]",3,2,1124,Residential,350000
"['7516','TOSCANA','BOULEVARD,','Orlando,','FL','32819]",3,2,2030,Residential,499000
"['1318','NOBLE','PLACE,','Orlando,','FL','32801]",3,3,1493,Residential,525000
"['1638','MOUNT','VERNON','STREET,','Orlando,','FL','32803]",3,2,1316,Residential,514900
"['4569','LIGHTHOUSE','CIRCLE,','Orlando,','FL','32808]",2,2,1027,Residential,160000
"['3403','GREENWICH','VILLAGE','BOULEVARD,','Orlando,','FL','32835]",2,2,1160,Residential,245000
"['3415','CHERRY','LANE,','Orlando,','FL','32808]",2,2,1158,Residential,255000
"['1017','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",1,1,673,Residential,155000
"['9738','OLD','PATINA','WAY,','Orlando,','FL','32832]",3,3,2533,Residential,499990
"['3789','ATRIUM','DRIVE,','Orlando,','FL','32822]",2,2,820,Residential,205000
"['317','E','JERSEY','STREET,','Orlando,','FL','32806]",3,2,1561,Residential,424900
"['4401','REAL','COURT,','Orlando,','FL','32808]",4,4,2955,Residential,440000
"['2787','L','B','MCLEOD','ROAD,','Orlando,','FL','32805]",1,1,780,Residential,79900
"['938','S','BUMBY','AVENUE,','Orlando,','FL','32806]",4,3,1841,Residential,450000
"['4200','THORNBRIAR','LANE,','Orlando,','FL','32822]",2,2,1000,Residential,170000
"['1614','ROOSEVELT','AVENUE,','Orlando,','FL','32804]",2,1,1026,Residential,362000
"['1734','VALLEY','FORGE','ROAD,','Orlando,','FL','32806]",4,2,2000,Residential,565000
"['5206','MYSTIC','POINT','COURT,','Orlando,','FL','32812]",4,2,1851,Residential,449000
"['10358','MARCONI','AVENUE,','Orlando,','FL','32832]",3,3,2411,Residential,731450
"['1422','MAURY','ROAD,','Orlando,','FL','32804]",3,2,1655,Residential,495000
"['8634','FARTHINGTON','WAY,','Orlando,','FL','32827]",5,6,5129,Residential,2750000
"['3187','AZOLLA','STREET,','Orlando,','FL','32808]",3,3,1594,Residential,349900
"['10262','CHILTERN','GARDEN','DRIVE,','Orlando,','FL','32827]",3,4,2486,Residential,1650000
"['1907','ILLINOIS','STREET,','Orlando,','FL','32803]",5,4,2848,Residential,1200000
"['4600','ARCIE','STREET,','Orlando,','FL','32812]",3,2,1792,Residential,399000
"['5978','BRAEMAR','PLACE,','Orlando,','FL','32822]",2,3,1260,Residential,265000
"['10262','CHILTERN','GARDEN','DRIVE,','Orlando,','FL','32827]",3,4,2486,Residential,1650000
"['10340','MARCONI','AVENUE,','Orlando,','FL','32832]",4,4,2247,Residential,659554
"['1819','COMMON','WAY','ROAD,','Orlando,','FL','32814]",3,2,1801,Residential,570000
"['9224','SWEET','MAPLE','AVE,','Orlando,','FL','32832]",3,3,1519,Residential,350000
"['12959','GABOR','AVENUE,','Orlando,','FL','32832]",3,4,2241,Residential,669000
"['1417','22ND','STREET,','Orlando,','FL','32805]",2,1,1058,Residential,119900
"['3277','WESTRIDGE','BOULEVARD,','Orlando,','FL','32822]",2,2,934,Residential,230000
"['3314','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",3,2,1391,Residential,265000
"['7395','UNIVERSAL','BOULEVARD,','Orlando,','FL','32819]",2,2,1056,Residential,299900
"['3338','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",3,2,1247,Residential,265000
"['155','S','COURT','AVENUE,','Orlando,','FL','32801]",1,1,804,Residential,298925
"['568','S','OSCEOLA','AVENUE,','Orlando,','FL','32801]",2,3,1657,Residential,375000
"['10514','GREEN','IVY','LANE,','Orlando,','FL','32832]",3,2,2274,Residential,455000
"['7027','ARDIS','STREET,','Orlando,','FL','32835]",4,5,3562,Residential,499000
"['5198','ADAIR','OAK','DRIVE,','Orlando,','FL','32829]",5,3,3292,Residential,1050000
"['552','Buckminster','Circle',',','Orlando,','FL','32803]",3,2,1341,SingleFamily,504900
"['13563','GRANGER','AVENUE,','Orlando,','FL','32832]",3,4,2584,Residential,734900
"['2732','WALNUT','STREET,','Orlando,','FL','32806]",3,2,1340,Residential,499900
"['14169','WALCOTT','AVENUE,','Orlando,','FL','32832]",3,3,1691,Residential,479900
"['9922','RODBELL','STREET,','Orlando,','FL','32832]",4,4,2328,Residential,724564
"['526','E','ESTHER','STREET,','Orlando,','FL','32806]",3,2,1184,Residential,385000
"['13121','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",4,3,2883,Residential,792581
"['155','S','COURT','AVENUE,','Orlando,','FL','32801]",1,1,729,Residential,285000
"['6518','HIDDEN','BEACH','CIRCLE,','Orlando,','FL','32819]",3,2,2136,Residential,518000
"['3799','ATRIUM','DRIVE,','Orlando,','FL','32822]",2,2,820,Residential,188500
"['9803','SWEETLEAF','STREET,','Orlando,','FL','32827]",4,3,2628,Residential,750000
"['706','BRAIDWOOD','LANE,','Orlando,','FL','32803]",3,2,1651,Residential,439900
"['5138','BRENDA','DRIVE,','Orlando,','FL','32812]",3,2,1554,Residential,365000
"['3215','HELEN','AVENUE,','Orlando,','FL','32804]",3,2,2045,Residential,629000
"['9928','RODBELL','STREET,','Orlando,','FL','32832]",3,3,1788,Residential,750068
"['2705','GULFSTREAM','ROAD,','Orlando,','FL','32805]",3,2,1633,Residential,402000
"['6263','HOFFNER','AVENUE,','Orlando,','FL','32822]",8,5,4509,Residential,800000
"['9029','LAKE','AVON','DRIVE,','Orlando,','FL','32829]",5,3,2998,Residential,599900
"['3129','EAGLE','BOULEVARD,','Orlando,','FL','32804]",3,2,1073,Residential,325000
"['3338','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",3,2,1247,Residential,265000
"['8273','WILSON','TERRACE,','Orlando,','FL','32819]",4,3,4110,Residential,725000
"['6263','HOFFNER','AVENUE,','Orlando,','FL','32822]",8,5,4509,Residential,800000
"['7315','WINDHAM','HARBOUR','AVENUE,','Orlando,','FL','32829]",5,3,3194,Residential,590000
"['2753','L','B','MCLEOD','ROAD,','Orlando,','FL','32805]",2,2,992,Residential,95000
"['2301','OAK','PARK','WAY,','Orlando,','FL','32822]",2,2,953,Residential,190000
"['2564','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,2,1014,Residential,169000
"['813','MOROCCO','AVENUE,','Orlando,','FL','32807]",3,2,1508,Residential,395900
"['14161','Walcott','Avenue,','Orlando,','FL','32832]",3,3,1791,Residential,509000
"['525','CONWAY','ROAD,','Orlando,','FL','32807]",2,1,965,Residential,165000
"['6923','CASTILLO','COURT,','Orlando,','FL','32822]",2,2,1302,Residential,119900
"['11754','BARLETTA','DRIVE,','Orlando,','FL','32827]",3,2,2211,Residential,575000
"['2875','STANFIELD','AVENUE,','Orlando,','FL','32814]",4,4,2794,Residential,889000
"['12016','LORENZA','LANE,','Orlando,','FL','32827]",4,3,1994,Residential,510000
"['5132','CONROY','ROAD,','Orlando,','FL','32811]",2,2,1028,Residential,196000
"['911','N','ORANGE','AVENUE,','Orlando,','FL','32801]",1,1,763,Residential,199900
"['3212','PRICE','AVENUE,','Orlando,','FL','32806]",2,1,884,Residential,200000
"['7826','DAUSSET','STREET,','Orlando,','FL','32832]",4,4,2988,Residential,1000000
"['4227','PERSHING','POINTE','PLACE,','Orlando,','FL','32822]",2,2,1006,Residential,150000
"['8558','VEDDER','LANE,','Orlando,','FL','32832]",3,3,1779,Residential,465000
"['5411','LEE','ANN','DRIVE,','Orlando,','FL','32808]",4,2,2487,Residential,515000
"['2005','WINSLOW','DRIVE,','Orlando,','FL','32812]",3,2,1252,Residential,359000
"['2314','W','SOUTH','STREET,','Orlando,','FL','32805]",3,2,1440,Residential,275000
"['3717','ATRIUM','DRIVE,','Orlando,','FL','32822]",2,2,820,Residential,225000
"['3314','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,2,1447,Residential,265000
"['13184','MARKOWITZ','ALLEY,','Orlando,','FL','32832]",5,4,3415,Residential,768713
"['7061','LAKE','CARLISLE','BOULEVARD,','Orlando,','FL','32829]",4,3,2657,Residential,600000
"['10115','PEARSON','AVENUE,','Orlando,','FL','32832]",3,3,2411,Residential,727905
"['3375','BROOKWATER','CIRCLE,','Orlando,','FL','32822]",4,2,1933,Residential,495000
"['9955','PEARSON,','Orlando,','FL','32832]",3,3,1788,Residential,639187
"['4804','NORMANDY','PLACE','E,','Orlando,','FL','32811]",2,2,1080,Residential,234999
"['6528','S','GOLDENROD','ROAD,','Orlando,','FL','32822]",3,3,1544,Residential,400000
"['5132','CYPRESS','CREEK','DRIVE,','Orlando,','FL','32811]",2,2,1215,Residential,245000
"['1614','ROOSEVELT','AVENUE,','Orlando,','FL','32804]",2,1,1026,Residential,362000
"['1215','GUNNISON','AVENUE,','Orlando,','FL','32804]",3,2,1200,Residential,425000
"['8620','NORTHLAKE','PARKWAY,','Orlando,','FL','32827]",6,4,3487,Residential,875000
"['1033','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",1,1,627,Residential,139900
"['40a','PEARSON','AVENUE,','Orlando,','FL','32832]",3,3,2015,Residential,510990
"['2501','LAKE','SHORE','DRIVE,','Orlando,','FL','32803]",4,3,3643,Residential,2600000
"['903','PALM','COVE','DRIVE,','Orlando,','FL','32835]",3,2,1856,Residential,519000
"['3022','TROY','DRIVE,','Orlando,','FL','32806]",3,2,2446,Residential,925000
"['845','FLORAL','DRIVE,','Orlando,','FL','32803]",3,3,1951,Residential,545000
"['5931','PITCH','PINE','DRIVE,','Orlando,','FL','32819]",4,3,2083,Residential,535000
"['6206','CASTELVEN','DRIVE,','Orlando,','FL','32835]",2,3,1546,Residential,310000
"['2071','LISTON','COURT,','Orlando,','FL','32811]",4,2,1300,Residential,199000
"['2508','WOODGATE','BOULEVARD,','Orlando,','FL','32822]",2,2,930,Residential,170000
"['2849','Holster','Way,','Orlando,','FL','32822]",2,2,900,Residential,131500
"['1620','S','EOLA','DRIVE,','Orlando,','FL','32806]",2,1,964,Residential,419500
"['5707','CLEARVIEW','DRIVE,','Orlando,','FL','32819]",4,2,1374,Residential,405000
"['6424','RALEIGH','STREET,','Orlando,','FL','32835]",1,1,794,Residential,185000
"['640','GRAND','STREET,','Orlando,','FL','32805]",2,1,722,Residential,180000
"['4528','COMMANDER','DRIVE,','Orlando,','FL','32822]",3,2,1253,Residential,110000
"['1620','PARK','LAKE','STREET,','Orlando,','FL','32803]",3,2,1275,Residential,499000
"['3245','ESCONDIDO','DRIVE,','Orlando,','FL','32827]",4,2,1920,Residential,385000
"['118','N','RODBELL','STREET,','Orlando,','FL','32832]",5,3,3460,Residential,832449
"['1624','TULANE','STREET,','Orlando,','FL','32804]",3,2,1252,Residential,499900
"['3406','SOHO','STREET,','Orlando,','FL','32835]",1,1,945,Residential,155000
"['4971','LONGMEADOW','PARK','STREET,','Orlando,','FL','32811]",4,3,2970,Residential,659999
"['2500','WOODGATE','BOULEVARD,','Orlando,','FL','32822]",2,2,900,Residential,169500
"['4482','BROOKE','STREET,','Orlando,','FL','32811]",3,2,1206,Residential,288750
"['3118','S','SEMORAN','BOULEVARD,','Orlando,','FL','32822]",2,2,966,Residential,215000
"['3232','Merton','Alley,','Orlando,','FL','32808]",3,3,1594,Residential,349990
"['8704','Crick','Alley,','Orlando,','FL','32832]",4,4,3404,Residential,736990
"['502','LAKE','COMO','CIRCLE,','Orlando,','FL','32803]",4,3,2020,Residential,500000
"['10259','PEARSON','AVENUE,','Orlando,','FL','32832]",4,4,2288,Residential,730627
"['10057','OAK','QUARRY','DRIVE,','Orlando,','FL','32832]",4,4,3524,Residential,850000
"['630','VASSAR','STREET,','Orlando,','FL','32804]",2,2,1162,Residential,409000
"['1006','NOTTINGHAM','STREET,','Orlando,','FL','32803]",3,3,2725,Residential,649000
"['530','E','CENTRAL','BOULEVARD,','Orlando,','FL','32801]",1,1,971,Residential,299000
"['4164','PLAYER','CIRCLE','','#110,','Orlando,','FL','32808]",2,3,1437,Residential,217000
"['10050','BROWN','BURROW','STREET,','Orlando,','FL','32829]",4,3,2397,Residential,585000
"['10101','PEARSON,','Orlando,','FL','32832]",3,3,2411,Residential,740652
"['3613','AMIGOS','AVENUE,','Orlando,','FL','32808]",3,2,1400,Residential,260000
"['1314','CARLSBAD','PLACE,','Orlando,','FL','32808]",4,2,1295,Residential,269000
"['1617','FLORINDA','DRIVE,','Orlando,','FL','32804]",5,3,1500,Residential,395000
"['210','KENT','AVENUE,','Orlando,','FL','32805]",3,2,1169,Residential,199000
"['1127','MORRIS','AVENUE,','Orlando,','FL','32803]",3,1,1198,Residential,395000
"['204','E','SOUTH','STREET,','Orlando,','FL','32801]",1,1,739,Residential,240000
"['811','E','MARKS','STREET,','Orlando,','FL','32803]",4,3,2901,Residential,899000
"['2516','HARGILL','DRIVE,','Orlando,','FL','32806]",3,2,1644,Residential,464800
"['4508','KIRKLAND','BOULEVARD,','Orlando,','FL','32811]",3,2,1220,Residential,230000
"['13342','PANAMA','BEACH','COURT,','Orlando,','FL','32832]",5,5,3606,Residential,999000
"['95','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",5,3,3460,Residential,849121
"['7833','MURCOTT','CIRCLE,','Orlando,','FL','32835]",3,2,1523,Residential,370000
"['No','address','available,','Orlando,','FL','32835]",2,2,1256,Residential,243900
"['10129','PEARSON,','Orlando,','FL','32832]",3,3,1788,Residential,651749
"['25','NE','IVANHOE','BOULEVARD,','Orlando,','FL','32804]",3,2,1976,Residential,599900
"['806','W','LAKE','MANN','DRIVE,','Orlando,','FL','32805]",3,3,2417,Residential,625000
"['8703','WINDSOR','POINTE','DRIVE,','Orlando,','FL','32829]",5,4,3479,Residential,729950
"['6524','SWISSCO','DRIVE,','Orlando,','FL','32822]",3,2,1286,Residential,277000
"['13473','PANAMA','BEACH','COURT,','Orlando,','FL','32832]",5,5,4263,Residential,1297000
"['3040','E','GRANT','AVENUE,','Orlando,','FL','32806]",3,2,1649,Residential,439900
"['4136','YELLOW','PINE','LANE,','Orlando,','FL','32811]",2,2,909,Residential,160000
"['1232','POINSETTIA','AVENUE,','Orlando,','FL','32804]",4,4,2712,Residential,695000
"['9097','Laureate','Boulevard,','Orlando,','FL','32832]",3,3,1776,Residential,525000
"['6905','ARNOLDSON','STREET,','Orlando,','FL','32832]",4,4,2771,Residential,1089000
"['10376','MARCONI','AVENUE,','Orlando,','FL','32832]",3,3,1788,Residential,736546
"['6408','Horse','Shoe','Bend,','Orlando,','FL','32822]",3,2,1456,Residential,109000
"['9028','LAKE','AVON','DRIVE,','Orlando,','FL','32829]",4,2,2570,Residential,499000
"['10639','MARCONI','AVENUE,','Orlando,','FL','32832]",5,5,3909,Residential,901580
"['2314','E','HARDING','STREET,','Orlando,','FL','32806]",3,2,1433,Residential,475000
"['101','S','EOLA','DRIVE,','Orlando,','FL','32801]",2,2,1255,Residential,380000
"['10299','LAKE','DISTRICT','LANE,','Orlando,','FL','32832]",3,3,1635,Residential,360000
"['13856','Granger','Avenue,','Orlando,','FL','32832]",3,3,2241,Residential,650000
"['111','S','HUDSON','STREET,','Orlando,','FL','32835]",3,2,1640,Residential,319999
"['1100','DELANEY','AVENUE,','Orlando,','FL','32806]",1,1,751,Residential,199000
"['6302','DAYSBROOK','DRIVE,','Orlando,','FL','32835]",2,3,1546,Residential,318680
"['2809','S','BROWN','AVENUE,','Orlando,','FL','32806]",3,1,878,Residential,264900
"['9069','LEE','VISTA','BOULEVARD,','Orlando,','FL','32829]",2,2,1032,Residential,229900
"['4200','CEPEDA','STREET,','Orlando,','FL','32811]",4,2,1597,Residential,264900
"['1109','E','JACKSON','STREET,','Orlando,','FL','32801]",4,5,3773,Residential,1448000
"['3718','W','JEFFERSON','STREET,','Orlando,','FL','32805]",3,2,1314,Residential,340000
"['340','MASHIE','LANE,','Orlando,','FL','32804]",3,3,3730,Residential,1225000
"['7200','GRACE','ROAD,','Orlando,','FL','32819]",8,6,5201,Residential,999000
"['1424','S','RIO','GRANDE','AVENUE,','Orlando,','FL','32805]",4,2,1300,Residential,154900
"['1110','SW','IVANHOE','BOULEVARD,','Orlando,','FL','32804]",3,4,3111,Residential,995000
"['113','N','HAMPTON','AVENUE,','Orlando,','FL','32803]",3,2,1200,Residential,430000
"['134','W','LEGGETT','ALLEY,','Orlando,','FL','32832]",5,5,3909,Residential,889075
"['121','S','PEEBLES','STREET,','Orlando,','FL','32832]",5,3,3460,Residential,850593
"['840','KENILWORTH','TERRACE,','Orlando,','FL','32803]",4,5,4833,Residential,1350000
"['8873','VENEZIA','PLANTATION','DRIVE,','Orlando,','FL','32829]",3,2,2000,Residential,438000
"['54','W','JERSEY','STREET,','Orlando,','FL','32806]",3,4,2100,Residential,650000
"['5414','SEEDLING','LANE,','Orlando,','FL','32811]",3,2,1152,Residential,290000
"['4111','S','SEMORAN','BOULEVARD,','Orlando,','FL','32822]",2,1,1208,Residential,169999
"['4312','S','KIRKMAN','ROAD,','Orlando,','FL','32811]",1,1,779,Residential,162700
"['331','S','HART','BOULEVARD,','Orlando,','FL','32835]",4,3,1765,Residential,389000
"['1030','E','MARKS','STREET,','Orlando,','FL','32803]",3,4,1880,Residential,635000
"['911','GRAND','CAYMAN','COURT,','Orlando,','FL','32835]",3,2,1252,Residential,329900
"['133','STRICKLAND','ALLEY,','Orlando,','FL','32832]",5,5,3518,Residential,931985
"['1102','FOX','HEDGE','LANE,','Orlando,','FL','32832]",4,4,2688,Residential,553000
"['5950','SCOTCHWOOD','GLEN,','Orlando,','FL','32822]",2,3,1260,Residential,235000
"['3250','CORONA','VILLAGE','WAY,','Orlando,','FL','32835]",2,2,1107,Residential,220000
"['7517','LAUREATE','BOULEVARD,','Orlando,','FL','32832]",3,2,1805,Residential,487900
"['9946','BENNINGTON','CHASE','DRIVE,','Orlando,','FL','32829]",5,3,2754,Residential,506000
"['2218','ELIZABETH','AVENUE,','Orlando,','FL','32804]",2,2,1116,Residential,299000
"['101','N','COTTAGE','HILL','ROAD,','Orlando,','FL','32805]",3,2,1302,Residential,285000
"['2913','W','AMELIA','STREET,','Orlando,','FL','32805]",3,1,1073,Residential,189500
"['2400','CARIBBEAN','COURT,','Orlando,','FL','32805]",4,3,2315,Residential,486000
"['5440','WOOD','CROSSING','STREET,','Orlando,','FL','32811]",3,2,1016,Residential,190000
"['1039','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",2,2,934,Residential,199000
"['521','W','PRINCETON,','B','STREET,','Orlando,','FL','32804]",3,3,1440,Residential,520000
"['128','PLANE','TREE','STREET,','Orlando,','FL','32832]",4,4,4226,Residential,841659
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",5,4,3628,Residential,760990
"['155','S','COURT','AVENUE,','Orlando,','FL','32801]",1,1,729,Residential,272000
"['9085','Laureate','Boulevard,','Orlando,','FL','32832]",2,2,1644,Residential,450000
"['6160','MATTOX','STREET,','Orlando,','FL','32822]",4,2,1496,Residential,349900
"['1200','LAKE','BALDWIN','LANE,','Orlando,','FL','32814]",3,4,2234,Residential,750000
"['3036','WATER','SPRITE','STREET,','Orlando,','FL','32808]",3,3,1594,Residential,362200
"['3838','ROSE','OF','SHARON','DRIVE,','Orlando,','FL','32808]",3,2,1565,Residential,205000
"['1101','MORRIS','AVENUE,','Orlando,','FL','32803]",3,2,1078,Residential,399000
"['800','BUCKWOOD','DRIVE,','Orlando,','FL','32806]",4,3,1675,Residential,439500
"['6129','METROWEST','BOULEVARD,','Orlando,','FL','32835]",4,3,1868,Residential,375000
"['4700','BUGGY','WHIP','LANE,','Orlando,','FL','32812]",2,2,1140,Residential,270000
"['189','MCMILLIAN','STREET,','Orlando,','FL','32832]",5,4,4084,Residential,991290
"['5740','CEDAR','PINE','DRIVE,','Orlando,','FL','32819]",4,3,2216,Residential,665000
"['3704','WELLS','STREET,','Orlando,','FL','32805]",2,1,888,Residential,195000
"['1602','PARK','LAKE','STREET,','Orlando,','FL','32803]",3,4,2150,Residential,625000
"['2145','&','2147','S','RIO','GRANDE','AVENUE,','Orlando,','FL','32805]",4,2,1656,Residential,329000
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",4,4,2688,Residential,640990
"['1329','MARGATE','AVENUE,','Orlando,','FL','32803]",2,2,1322,Residential,399000
"['4801','COACHMANS','DRIVE,','Orlando,','FL','32812]",2,2,1299,Residential,285000
"['109','E','MARCONI','AVENUE,','Orlando,','FL','32832]",5,5,3909,Residential,961895
"['62','PEEBLES','STREET,','Orlando,','FL','32832]",5,4,3484,Residential,838581
"['8704','Crick','Alley,','Orlando,','FL','32832]",4,5,2459,Residential,632990
"['8121','CONROY','WINDERMERE','ROAD,','Orlando,','FL','32835]",4,3,2695,Residential,1900000
"['524','VERN','DRIVE,','Orlando,','FL','32805]",3,2,1825,Residential,333000
"['4306','LENOX,','Orlando,','FL','32811]",4,2,1662,Residential,340000
"['7270','WESTPOINTE','BOULEVARD,','Orlando,','FL','32835]",2,1,1021,Residential,207500
"['221','E','MURIEL','STREET,','Orlando,','FL','32806]",3,2,1092,Residential,379000
"['2560','WOODGATE','BOULEVARD,','Orlando,','FL','32822]",2,2,1008,Residential,185000
"['9085','LAUREATE','BOULEVARD,','Orlando,','FL','32832]",2,2,1644,Residential,450000
"['620','E','MARKS','STREET,','Orlando,','FL','32803]",4,3,2634,Residential,899000
"['135','LEGGETT','AVENUE,','Orlando,','FL','32832]",4,4,3157,Residential,856308
"['4613','RING','NECK','ROAD,','Orlando,','FL','32808]",2,2,1061,Residential,174900
"['6119','METROWEST','BOULEVARD,','Orlando,','FL','32835]",4,3,1868,Residential,367000
"['7220','WESTPOINTE','BOULEVARD,','Orlando,','FL','32835]",3,2,1466,Residential,252500
"['2019','DIXIE','BELLE','DRIVE,','Orlando,','FL','32822]",4,2,1192,Residential,225000
"['3202','PARKCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",2,2,1235,Residential,239500
"['2960','S','SEMORAN','BOULEVARD,','Orlando,','FL','32812]",2,2,889,Residential,85000
"['2544','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,1,933,Residential,185000
"['8739','ABBEY','LEAF','LANE,','Orlando,','FL','32827]",4,3,2691,Residential,565000
"['1700','ROBIN','ROAD,','Orlando,','FL','32803]",3,2,2140,Residential,625000
