Address,Beds,Baths,Square Feet,Property Type,Listing Price
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",4,3,2687,Residential,701990
"['8465','INSULAR','Lane,','Orlando,','FL','32827]",3,3,1830,Residential,449000
"['720','20TH','STREET,','Orlando,','FL','32805]",3,1,1000,Residential,242000
"['5120','CONROY','ROAD,','Orlando,','FL','32811]",2,2,988,Residential,189000
"['2508','SAINT','HEATHER','WAY,','Orlando,','FL','32806]",5,3,2777,Residential,720000
"['1728','SPRING','LAKE','DRIVE,','Orlando,','FL','32804]",3,4,2464,Residential,820000
"['4463','RING','NECK','ROAD,','Orlando,','FL','32808]",2,2,1061,Residential,180000
"['4988','CLARCONA','OCOEE','ROAD,','Orlando,','FL','32808]",3,2,1957,Residential,317000
"['3427','WINDY','WOOD','DRIVE,','Orlando,','FL','32812]",4,3,2291,Residential,439900
"['6915','NEEDLE','POINTE','DRIVE,','Orlando,','FL','32822]",4,2,1380,Residential,354999
"['1305','BENNETT','ROAD,','Orlando,','FL','32814]",3,3,2531,Residential,760000
"['1602','PARK','LAKE','STREET,','Orlando,','FL','32803]",3,4,2192,Residential,650000
"['10317','LAKE','DISTRICT','LANE,','Orlando,','FL','32832]",3,3,1614,Residential,360000
"['860','N','ORANGE','AVENUE,','Orlando,','FL','32801]",2,2,1070,Residential,255000
"['415','SUNSET','DRIVE,','Orlando,','FL','32805]",2,1,1140,Residential,228500
"['1065','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",2,2,934,Residential,195000
"['6549','Hidden','Beach','Circle,','Orlando,','FL','32819]",3,3,2126,Residential,549000
"['4835','LANETTE','STREET','Orlando,','FL','32811]",3,2,960,Residential,830000
"['4712','WALDEN','CIRCLE','Orlando,','FL','32811]",1,1,560,Residential,135000
"['7821','KILLARY','COURT','Orlando,','FL','32835]",3,2,1359,Residential,369000
"['3501','E','GRANT','STREET,','Orlando,','FL','32804]",3,1,1979,Residential,374500
"['3721','S','FERN','CREEK','AVENUE,','Orlando,','FL','32806]",3,2,1424,Residential,349900
"['129','PLANETREE','STREET,','Orlando,','FL','32832]",3,2,2085,Residential,614268
"['3607','N','WESTMORELAND','DRIVE,','Orlando,','FL','32804]",3,2,2047,Residential,635000
"['346','ROSWELL','AVENUE,','Orlando,','FL','32803]",3,2,1243,Residential,440000
"['19153','PLANETREE','STREET,','Orlando,','FL','32832]",5,4,3628,Residential,813960
"['5500','DEVONBRIAR','WAY,','Orlando,','FL','32822]",1,1,580,Residential,135900
"['5865','Manchester','Bridge','Drive,','Orlando,','FL','32829]",3,2,1717,Residential,409000
"['5463','VINELAND','ROAD,','Orlando,','FL','32811]",2,2,1142,Residential,220000
"['133','BLUELEAF','STREET,','Orlando,','FL','32832]",4,4,3100,Residential,783321
"['40b','PEARSON','AVENUE,','Orlando,','FL','32832]",2,2,1650,Residential,480990
"['18851','RAWSON','STREET,','Orlando,','FL','32832]",4,3,2235,Residential,696391
"['8704','Crick','Alley,','Orlando,','FL','32832]",5,3,3150,Residential,704990
"['1159','DELANEY','AVENUE,','Orlando,','FL','32806]",3,4,2434,Residential,617700
"['2124','STILLINGTON','STREET,','Orlando,','FL','32835]",5,4,3354,Residential,820000
"['4644','BARLEY','STREET,','Orlando,','FL','32811]",4,2,1048,Residential,240000
"['18963','RAWSON','STREET,','Orlando,','FL','32832]",4,3,2712,Residential,764912
"['19315','BANFIELD','PLACE,','Orlando,','FL','32832]",5,4,3320,Residential,690664
"['4300','HECTOR','COURT,','Orlando,','FL','32822]",2,2,876,Residential,199900
"['136','LEGGETT','ALLEY,','Orlando,','FL','32832]",5,4,3103,Residential,750379
"['22','S','OBSERVATORY','DRIVE,','Orlando,','FL','32835]",3,1,815,Residential,65000
"['209','BAYSHORE','DRIVE,','Orlando,','FL','32805]",3,2,1351,Residential,237100
"['162','SABATIER','ALLEY,','Orlando,','FL','32832]",3,2,2432,Residential,700990
"['6586','LAKE','PEMBROKE','PLACE,','Orlando,','FL','32829]",4,4,3271,Residential,590000
"['13812','ELIOT','AVENUE,','Orlando,','FL','32832]",3,3,2283,Residential,839900
"['3006','HUNTINGTON','STREET,','Orlando,','FL','32803]",3,2,2085,Residential,525000
"['2805','GULFSTREAM','COURT,','Orlando,','FL','32805]",3,2,1723,Residential,360000
"['3216','Merton','Alley,','Orlando,','FL','32808]",3,3,1594,Residential,354990
"['9923','PEARSON,','Orlando,','FL','32832]",4,4,2328,Residential,805150
"['6235','GOETHE','STREET,','Orlando,','FL','32835]",3,3,1682,Residential,329000
"['150','E','ROBINSON','STREET','','#2405,','Orlando,','FL','32801]",2,2,1140,Residential,544900
"['322','E','CENTRAL','BOULEVARD,','Orlando,','FL','32801]",3,2,1932,Residential,1096000
"['26','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",5,5,3518,Residential,901772
"['5550','E','MICHIGAN','STREET,','Orlando,','FL','32822]",2,1,1130,Residential,249900
"['4630','COMMANDER','DRIVE,','Orlando,','FL','32822]",2,2,1054,Residential,180000
"['10','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",5,4,3060,Residential,779294
"['205','S','LAWSONA','BOULEVARD,','Orlando,','FL','32801]",3,2,1601,Residential,575000
"['5710','CARDINALS','GUARD','AVE,','Orlando,','FL','32839]",3,2,1000,Residential,265000
"['5067','STONE','HARBOUR','ROAD,','Orlando,','FL','32808]",3,2,1418,Residential,320000
"['6214','STEVENSON','DRIVE,','Orlando,','FL','32835]",3,2,1408,Residential,250000
"['4689','KING','COLE','BOULEVARD,','Orlando,','FL','32811]",3,2,1085,Residential,290000
"['12587','BOVET','AVENUE,','Orlando,','FL','32832]",5,5,4155,Residential,1549990
"['514','GASTON','FOSTER','ROAD,','Orlando,','FL','32807]",2,1,897,Residential,280000
"['2532','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,1,933,Residential,165000
"['19355','BANFIELD','PLACE,','Orlando,','FL','32832]",5,4,3120,Residential,710226
"['169','SABATIER','ALLEY,','Orlando,','FL','32832]",4,3,3192,Residential,695990
"['190','MILFOIL','AVENUE,','Orlando,','FL','32832]",3,2,2085,Residential,720156
"['8703','BAY','RIDGE','BOULEVARD,','Orlando,','FL','32819]",3,2,2804,Residential,699900
"['9168','CAMDEN','GARDENS','STREET,','Orlando,','FL','32827]",3,3,1348,Residential,386500
"['5050','HEARTLAND','STREET,','Orlando,','FL','32829]",4,3,2442,Residential,515000
"['130','STRICKLAND','ALLEY,','Orlando,','FL','32832]",5,5,3518,Residential,887009
"['83','W','HARDING','STREET,','Orlando,','FL','32806]",3,3,1796,Residential,529900
"['176','RAWSON','STREET,','Orlando,','FL','32832]",3,2,2085,Residential,609268
"['3209','PARKCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",3,2,1260,Residential,255000
"['924','CITRUS','STREET,','Orlando,','FL','32805]",3,1,850,Residential,230000
"['3478','WESTCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",3,2,1600,Residential,248500
"['3567','SHALLOT','DRIVE,','Orlando,','FL','32835]",3,3,1682,Residential,324900
"['2804','POLVADERO','LANE,','Orlando,','FL','32835]",2,3,1546,Residential,275000
"['2544','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",2,1,933,Residential,179900
"['16','NANCY','LEE','AVENUE,','Orlando,','FL','32803]",3,2,1290,Residential,390000
"['540','W','PAR','STREET,','Orlando,','FL','32804]",2,2,1200,Residential,329000
"['5270','SAN','PAULO','STREET,','Orlando,','FL','32807]",3,2,1283,Residential,349999
"['129','LAXNESS','STREET,','Orlando,','FL','32832]",6,4,3910,Residential,953811
"['448','DELICATA','DRIVE,','Orlando,','FL','32807]",3,2,1303,Residential,310000
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",4,3,2235,Residential,601990
"['4932','COLLEGE','DRIVE,','Orlando,','FL','32811]",4,2,1547,Residential,325000
"['1037','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",1,1,673,Residential,149999
"['10025','SAVANNAH','BLUFF','LANE,','Orlando,','FL','32829]",4,2,1972,Residential,471000
"['13235','BEEBE','ALLEY,','Orlando,','FL','32832]",3,3,1878,Residential,679000
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",4,4,3100,Residential,728990
"['4548','CEPEDA','STREET,','Orlando,','FL','32811]",3,1,1124,Residential,229900
"['2909','HARGILL','DRIVE,','Orlando,','FL','32806]",3,2,1995,Residential,374500
"['2206','MONTANA','STREET,','Orlando,','FL','32803]",3,2,1343,Residential,475000
"['5156','CONROY','ROAD,','Orlando,','FL','32811]",2,2,1028,Residential,189000
"['7147','YACHT','BASIN','AVENUE,','Orlando,','FL','32835]",3,2,1408,Residential,250000
"['1712','HART','LANE,','Orlando,','FL','32804]",3,2,1650,Residential,454000
"['2328','OBERLIN','AVENUE,','Orlando,','FL','32804]",3,3,2148,Residential,559900
"['513','W','PRINCETON-A','STREET,','Orlando,','FL','32804]",3,3,1710,Residential,584900
"['6413','ASTOR','VILLAGE','AVENUE,','Orlando,','FL','32835]",1,1,816,Residential,185000
"['7220','WESTPOINTE','BOULEVARD,','Orlando,','FL','32835]",3,2,1466,Residential,252500
"['5550','E','MICHIGAN','STREET,','Orlando,','FL','32822]",1,1,846,Residential,174900
"['6144','TIVOLI','GARDENS','BOULEVARD,','Orlando,','FL','32829]",3,3,1464,Residential,350000
"['8704','Crick','Alley,','Orlando,','FL','32832]",4,3,2343,Residential,613990
"['13127','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",5,4,3060,Residential,826529
"['113','LEGGETT','ALLEY,','Orlando,','FL','32832]",6,4,3910,Residential,938811
"['1480','E','ILLIANA','STREET,','Orlando,','FL','32806]",3,3,1621,Residential,459900
"['9819','BROWN','BURROW','STREET,','Orlando,','FL','32829]",5,4,2908,Residential,679000
"['10030','COBALT','BAY','ROAD,','Orlando,','FL','32827]",4,3,2411,Residential,575000
"['1112','CHICHESTER','STREET,','Orlando,','FL','32803]",3,3,2252,Residential,694500
"['4532','CONLEY','STREET,','Orlando,','FL','32811]",4,2,1547,Residential,325000
"['11854','NAUTICA','DRIVE,','Orlando,','FL','32827]",4,3,1810,Residential,465000
"['91','NERUDA','STREET,','Orlando,','FL','32832]",5,4,3484,Residential,825622
"['7517','LAUREATE','BOULEVARD,','Orlando,','FL','32832]",3,2,1805,Residential,470000
"['127','BANFIELD','PLACE,','Orlando,','FL','32832]",4,4,3199,Residential,771179
"['4746','KIRKLAND','BOULEVARD,','Orlando,','FL','32811]",4,2,1252,Residential,225000
"['7024','TALLOWTREE','LANE,','Orlando,','FL','32835]",4,2,2103,Residential,389900
"['1040','HERMAN','AVENUE,','Orlando,','FL','32803]",2,1,1019,Residential,310000
"['2','MOWRY','COURT,','Orlando,','FL','32832]",5,5,4100,Residential,874935
"['918','S','OXALIS','AVENUE,','Orlando,','FL','32807]",3,2,1407,Residential,375000
"['54','W','JERSEY','STREET,','Orlando,','FL','32806]",3,4,2100,Residential,615000
"['143','MARCONI','AVENUE,','Orlando,','FL','32832]",3,2,2736,Residential,775467
"['8095','Canyon','Lake','Circle',',','Orlando,','FL','32835]",4,3,2364,SingleFamily,675000
"['8048','ASPENCREST','COURT,','Orlando,','FL','32835]",4,2,1629,Residential,379999
"['6097','FROGGATT','STREET,','Orlando,','FL','32835]",4,2,1959,Residential,420000
"['181','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",4,3,2883,Residential,764869
"['132','BLUELEAF','STREET,','Orlando,','FL','32832]",5,4,3628,Residential,801531
"['116','LEGGETT','ALLEY,','Orlando,','FL','32832]",5,5,3518,Residential,923009
"['2518','PORTERVIEW','WAY,','Orlando,','FL','32812]",4,4,2854,Residential,599500
"['437','S','LEE','AVENUE,','Orlando,','FL','32805]",4,2,1305,Residential,289000
"['9235','SWEET','MAPLE','AVENUE,','Orlando,','FL','32832]",3,3,1678,Residential,396000
"['152','BLUELEAF','STREET,','Orlando,','FL','32832]",4,3,2920,Residential,756978
"['40c','PEARSON','AVENUE,','Orlando,','FL','32832]",3,2,1780,Residential,488990
"['14172','MONIZ','AVENUE,','Orlando,','FL','32832]",5,5,3314,Residential,1200000
"['21','N','HAMPTON,','Orlando,','FL','32803]",4,3,1882,Residential,620000
"['664','BELLHURST','COURT,','Orlando,','FL','32835]",3,2,1545,Residential,355000
"['8704','Crick','Alley,','Orlando,','FL','32832]",5,5,4024,Residential,805990
"['4301','LIZSHIRE','LANE,','Orlando,','FL','32822]",2,1,810,Residential,165000
"['7903','PALMDALE','DRIVE,','Orlando,','FL','32819]",3,3,2776,Residential,699990
"['5399','AEOLUS','WAY,','Orlando,','FL','32808]",3,2,1459,Residential,220000
"['11855','PADUA','LANE,','Orlando,','FL','32827]",5,4,3041,Residential,960000
"['168','SABATIER','ALLEY,','Orlando,','FL','32832]",6,4,3910,Residential,913810
"['6480','RANELAGH','DRIVE,','Orlando,','FL','32835]",3,3,1665,Residential,299999
"['1000','PALADIN','COURT,','Orlando,','FL','32812]",4,3,2428,Residential,485000
"['1090','E','MICHIGAN','STREET,','Orlando,','FL','32806]",1,1,786,Residential,167900
"['1749','S','RIO','GRANDE','AVENUE,','Orlando,','FL','32805]",2,1,962,Residential,185000
"['6148','WESTGATE','DRIVE,','Orlando,','FL','32835]",2,2,943,Residential,189880
"['3028','WATER','SPRITE','STREET,','Orlando,','FL','32808]",3,3,1594,Residential,362200
"['13268','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",5,5,3909,Residential,952897
"['120','W','AMERICA','STREET,','Orlando,','FL','32801]",1,1,636,Residential,152500
"['5713','LAKE','CHAMPLAIN','DRIVE,','Orlando,','FL','32829]",5,3,3026,Residential,565000
"['4008','W','JEFFERSON','STREET,','Orlando,','FL','32805]",3,2,1550,Residential,299999
"['4367','THORNBRIAR','LANE,','Orlando,','FL','32822]",2,2,935,Residential,194999
"['328','MANDRAKE','STREET,','Orlando,','FL','32811]",2,1,849,Residential,204900
"['9981','Moss','Rose','Way,','Orlando,','FL','32832]",4,3,2689,Residential,699900
"['513','W','PRINCETON','STREET,','Orlando,','FL','32804]",3,3,1592,Residential,550600
"['6','MOWRY','COURT,','Orlando,','FL','32832]",5,5,3630,Residential,848593
"['14','MOWRY','COURT,','Orlando,','FL','32832]",4,4,4226,Residential,914871
"['13426','Gabor','Ave.,','Orlando,','FL','32832]",4,3,2689,Residential,642990
"['4518','COMMANDER','DRIVE,','Orlando,','FL','32822]",3,2,1253,Residential,210000
"['3468','SOHO','STREET,','Orlando,','FL','32835]",2,2,1233,Residential,199000
"['1610','LAKEN','COVE','LANE,','Orlando,','FL','32804]",4,4,3863,Residential,2270000
"['3362','GREENWICH','VILLAGE','BOULEVARD,','Orlando,','FL','32835]",2,2,1430,Residential,268000
"['1324','ANCHOR','COURT,','Orlando,','FL','32804]",4,3,3118,Residential,2300000
"['187','MCMILLIAN','STREET,','Orlando,','FL','32832]",5,5,4344,Residential,1023140
"['6111','METROWEST','BOULEVARD,','Orlando,','FL','32835]",3,3,1678,Residential,322000
"['124','PEEBLES','STREET,','Orlando,','FL','32832]",4,2,3400,Residential,660990
"['8989','LEE','VISTA','BOULEVARD,','Orlando,','FL','32829]",2,2,1255,Residential,275000
"['4999','LACAYA','WAY,','Orlando,','FL','32808]",3,2,1740,Residential,357000
"['5014','HIDDEN','SPRINGS','BOULEVARD,','Orlando,','FL','32819]",4,3,2393,Residential,519000
"['2912','Canyon','Drive,','Orlando,','FL','32822]",3,2,1288,Residential,799900
"['4093','DIJON','DRIVE,','Orlando,','FL','32808]",2,2,1165,Residential,165000
"['4409','S','SEMORAN','BOULEVARD,','Orlando,','FL','32822]",3,2,1426,Residential,173000
"['13109','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",4,3,2883,Residential,778869
"['181','RAWSON','STREET,','Orlando,','FL','32832]",4,3,2687,Residential,733555
"['2410','CENTER','AVENUE,','Orlando,','FL','32806]",4,2,1420,Residential,530000
"['100','S','EOLA','DRIVE,','Orlando,','FL','32801]",1,2,1400,Residential,419000
"['7002','HARBOR','HEIGHTS','DRIVE,','Orlando,','FL','32835]",3,2,1223,Residential,275000
"['151','E','WASHINGTON','STREET,','Orlando,','FL','32801]",1,1,975,Residential,205000
"['126','N','PEEBLES','STREET,','Orlando,','FL','32832]",5,5,3909,Residential,913425
"['9844','CYPRESS','PINE','STREET,','Orlando,','FL','32827]",4,2,2439,Residential,700000
"['321','E','HARVARD','STREET,','Orlando,','FL','32804]",7,5,2698,Residential,1049000
"['2518','PORTERVIEW','WAY,','Orlando,','FL','32812]",4,4,2854,Residential,625000
"['7517','LAUREATE','BOULEVARD,','Orlando,','FL','32832]",2,2,1486,Residential,434999
"['4','MOWRY','COURT,','Orlando,','FL','32832]",4,3,3210,Residential,833893
"['8704','Crick','Alley,','Orlando,','FL','32832]",3,2,2432,Residential,635990
"['7009','TALLOWTREE','LANE,','Orlando,','FL','32835]",4,2,2021,Residential,405000
"['4403','HECTOR','COURT,','Orlando,','FL','32822]",2,2,876,Residential,199900
"['3143','JON','JON','COURT,','Orlando,','FL','32822]",3,2,1313,Residential,315000
"['67','S','PEEBLES','STREET,','Orlando,','FL','32832]",5,5,3909,Residential,926297
"['92','NERUDA','STREET,','Orlando,','FL','32832]",4,4,3470,Residential,929401
"['5423','TIMBERCHASE','COURT,','Orlando,','FL','32811]",3,2,1100,Residential,325000
"['10542','LANGEFIELD','STREET,','Orlando,','FL','32832]",3,3,2171,Residential,525000
"['50','PEARSON,','Orlando,','FL','32832]",3,3,2411,Residential,753499
"['3368','ROBERT','TRENT','JONES','DRIVE,','Orlando,','FL','32835]",3,2,2002,Residential,356900
"['2260','WILLIE','MAYS','PARKWAY,','Orlando,','FL','32811]",3,2,1142,Residential,199999
"['4432','WATCH','HILL','ROAD,','Orlando,','FL','32808]",3,2,1275,Residential,299000
"['19277','ALLIUM','PLACE,','Orlando,','FL','32832]",4,3,2235,Residential,647523
"['188','MCMILLIAN','STREET,','Orlando,','FL','32832]",4,4,3724,Residential,973492
"['3667','SWEET','BUTTERCUP','DRIVE,','Orlando,','FL','32822]",4,3,2291,Residential,649900
"['7474','RANCHERO','STREET,','Orlando,','FL','32822]",3,2,1825,Residential,192000
"['5271','JENNIFER','PLACE,','Orlando,','FL','32807]",3,2,1860,Residential,429000
"['4367','THORNBRIAR','LANE,','Orlando,','FL','32822]",2,2,935,Residential,194999
"['5572','METROWEST','BOULEVARD,','Orlando,','FL','32811]",2,2,1093,Residential,115000
"['1','MOWRY','COURT,','Orlando,','FL','32832]",5,5,3630,Residential,926593
"['2209','GOOD','HOMES','ROAD,','Orlando,','FL','32818]",3,2,1729,Residential,415000
"['3152','BARNSTABLE','PLACE,','Orlando,','FL','32827]",3,2,1571,Residential,310000
"['9797','TIRAMASU','TRAIL,','Orlando,','FL','32829]",3,3,1698,Residential,230000
"['8163','CORKFIELD','AVENUE,','Orlando,','FL','32832]",4,3,2170,Residential,550000
"['3159','MERTON','ALLEY,','Orlando,','FL','32808]",3,3,1594,Residential,362990
"['3727','S','LAKE','ORLANDO','PARKWAY,','Orlando,','FL','32808]",2,2,1021,Residential,174000
"['652','CHARING','COURT,','Orlando,','FL','32835]",3,3,1710,Residential,359900
"['13119','GRANGER','AVENUE,','Orlando,','FL','32832]",5,5,4054,Residential,1049777
"['1804','CURRY','AVE,','Orlando,','FL','32812]",3,2,1811,Residential,349000
"['4536','COMMANDER','DRIVE,','Orlando,','FL','32822]",1,1,735,Residential,124000
"['3632','SENECA','CLUB','LOOP,','Orlando,','FL','32808]",3,3,1540,Residential,289900
"['5215','HILLVIEW','LANE,','Orlando,','FL','32819]",5,6,3832,Residential,1899000
"['1602','PARK','LAKE','STREET,','Orlando,','FL','32803]",3,4,2212,Residential,650000
"['353','DEMPSEY','WAY,','Orlando,','FL','32835]",3,2,1497,Residential,429000
"['715','PALMERA','STREET,','Orlando,','FL','32811]",3,3,1476,Residential,295000
"['8525','WHITE','ROSE','DRIVE,','Orlando,','FL','32818]",4,3,2121,Residential,435000
"['13615','RITTA','ISLAND','DRIVE,','Orlando,','FL','32832]",5,5,3333,Residential,1100000
"['12028','TALITHA','LANE,','Orlando,','FL','32827]",4,3,1820,Residential,455000
"['3960','SOUTHPOINTE','DRIVE,','Orlando,','FL','32822]",2,2,1045,Residential,233035
"['18883','PLANETREE','STREET,','Orlando,','FL','32832]",4,4,3100,Residential,973715
"['3603','ATRIUM','DRIVE,','Orlando,','FL','32822]",2,2,820,Residential,199999
"['156','BLUELEAF','STREET,','Orlando,','FL','32832]",5,4,3628,Residential,813960
"['130','MANDRAKE','STREET,','Orlando,','FL','32811]",3,1,1310,Residential,233000
"['158','BLUELEAF','STREET,','Orlando,','FL','32832]",5,4,3320,Residential,767988
"['3','MOWRY','COURT,','Orlando,','FL','32832]",4,3,3210,Residential,848893
"['5944','BRANCH','DRIVE,','Orlando,','FL','32822]",3,2,1132,Residential,287500
"['1015','N','HAMPTON','AVENUE,','Orlando,','FL','32803]",3,2,1979,Residential,671000
"['1305','W','KALEY','AVENUE,','Orlando,','FL','32805]",2,1,874,Residential,215000
"['626','FLORIDA','STREET,','Orlando,','FL','32806]",4,3,2305,Residential,699000
"['13139','MCMILLIAN','DRIVE,','Orlando,','FL','32832]",4,3,2883,Residential,781196
"['4512','COMMANDER','DRIVE,','Orlando,','FL','32822]",2,1,934,Residential,190000
"['141','MARCONI','AVENUE,','Orlando,','FL','32832]",3,2,2736,Residential,808346
"['90','NERUDA','STREET,','Orlando,','FL','32832]",5,4,3103,Residential,839894
"['4360','CONROY','CLUB','DRIVE,','Orlando,','FL','32835]",4,3,2534,Residential,598000
"['627','WOODWARD','STREET,','Orlando,','FL','32803]",4,4,2553,Residential,789000
"['512','E','AMELIA','STREET,','Orlando,','FL','32803]",4,3,2535,Residential,699900
"['12028','XENIA','LANE,','Orlando,','FL','32827]",3,2,1941,Residential,650000
"['912','S','GOLDWYN','AVENUE,','Orlando,','FL','32805]",3,2,1780,Residential,260000
"['18435','MOWRY','COURT,','Orlando,','FL','32832]",5,4,3628,Residential,879564
"['13','N','HAMPTON,','Orlando,','FL','32803]",4,3,1882,Residential,620000
"['542','W','PAR','STREET,','Orlando,','FL','32804]",2,3,1800,Residential,389900
"['93','ALLIUM','PLACE,','Orlando,','FL','32832]",4,4,3320,Residential,916102
"['117','ROBDELL','STREET,','Orlando,','FL','32832]",3,3,2397,Residential,740970
"['1614','POE','AVENUE,','Orlando,','FL','32806]",3,2,1746,Residential,475000
"['1837','WILTON','AVENUE,','Orlando,','FL','32805]",2,1,956,Residential,220000
"['1110','SW','IVANHOE','BOULEVARD,','Orlando,','FL','32804]",3,4,3129,Residential,799900
"['4054','THOMASSA','COURT,','Orlando,','FL','32812]",3,2,1624,Residential,349900
"['108','MARCONI','AVENUE,','Orlando,','FL','32832]",5,4,3103,Residential,839894
"['9206','YONATH','STREET,','Orlando,','FL','32832]",4,3,2477,Residential,998000
"['110','N','NORMANDALE','AVENUE,','Orlando,','FL','32835]",2,1,713,Residential,220000
"['11657','SAVONA','WAY,','Orlando,','FL','32827]",5,6,5479,Residential,1299990
"['4528','COMMANDER','DRIVE,','Orlando,','FL','32822]",2,1,934,Residential,165000
"['62','W','JERSEY','STREET,','Orlando,','FL','32806]",3,4,2100,Residential,530000
"['8704','Crick','Alley,','Orlando,','FL','32832]",4,3,2396,Residential,628990
"['5311','JENNIFER','PLACE,','Orlando,','FL','32807]",4,2,1751,Residential,445000
"['8656','ELDER','LANE,','Orlando,','FL','32827]",3,3,1830,Residential,485000
"['1416','MAURY','ROAD,','Orlando,','FL','32804]",3,2,1400,Residential,435000
"['1602','PARK','LAKE','STREET,','Orlando,','FL','32803]",3,4,2081,Residential,615000
"['60','PEEBLES','STREET,','Orlando,','FL','32832]",4,4,3157,Residential,878308
"['11970','XENIA','LANE,','Orlando,','FL','32827]",3,2,1958,Residential,599000
"['108','ALLIUM','PLACE,','Orlando,','FL','32832]",4,4,2688,Residential,691284
"['155','S','COURT','AVENUE,','Orlando,','FL','32801]",1,1,729,Residential,269900
"['6460','LYONS','ST,','Orlando,','FL','32807]",4,1,1376,Residential,320000
"['22','MOWRY','STREET,','Orlando,','FL','32832]",4,4,3506,Residential,893341
"['4720','S','HAMPTON','DRIVE,','Orlando,','FL','32812]",3,3,2000,Residential,429000
"['18867','PLANETREE','STREET,','Orlando,','FL','32832]",4,4,2688,Residential,845852
"['14201','CORRIGAN','AVENUE,','Orlando,','FL','32832]",6,6,5162,Residential,1970000
"['1347','CHATFIELD','PLACE,','Orlando,','FL','32814]",2,3,2337,Residential,628000
"['4422','AMERICA','STREET,','Orlando,','FL','32811]",3,3,1262,Residential,319000
"['6440','GREYLYNNE','STREET,','Orlando,','FL','32807]",3,1,1100,Residential,240000
"['1041','S','HIAWASSEE','ROAD,','Orlando,','FL','32835]",2,2,829,Residential,199925
"['7310','WESTPOINTE','BOULEVARD,','Orlando,','FL','32835]",2,2,1071,Residential,209900
"['3368','PARKCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",2,2,1160,Residential,209900
"['5314','BURNING','TREE','DRIVE,','Orlando,','FL','32811]",1,1,1173,Residential,142900
"['114','DAHLIA','VILLAGE','CIRCLE,','Orlando,','FL','32807]",2,2,1316,Residential,259990
"['2405','E','KALEY','AVENUE,','Orlando,','FL','32806]",3,3,2245,Residential,499900
"['6301','NASSAU','AVENUE,','Orlando,','FL','32822]",2,1,1286,Residential,459000
"['5','MOWRY','COURT,','Orlando,','FL','32832]",4,4,4226,Residential,831659
"['521','W','PRINCETON','STREET,','Orlando,','FL','32804]",3,3,1458,Residential,481000
"['7818','SAINT','ANDREWS','CIRCLE,','Orlando,','FL','32835]",4,3,2360,Residential,489000
"['363','S','CANDLER','AVENUE,','Orlando,','FL','32835]",2,1,768,Residential,117000
"['3232','MERTON','ALLEY,','Orlando,','FL','32808]",3,3,1594,Residential,349990
"['1828','KALURNA','COURT,','Orlando,','FL','32806]",3,3,2500,Residential,799000
"['9517','SILVER','BUTTONWOOD','STREET,','Orlando,','FL','32832]",3,3,1753,Residential,374900
"['4494','WELDON','PLACE,','Orlando,','FL','32811]",3,1,1354,Residential,249900
"['5038','BENWICK','ALLEY,','Orlando,','FL','32814]",6,5,5402,Residential,2300000
"['9672','BRYANSTON','DRIVE,','Orlando,','FL','32827]",5,6,5107,Residential,2999000
"['6404','RALEIGH','STREET,','Orlando,','FL','32835]",2,2,1051,Residential,220000
"['8704','Crick','Alley,','Orlando,','FL','32832]",3,3,2397,Residential,629990
"['101','S','EOLA','DRIVE,','Orlando,','FL','32801]",1,2,980,Residential,279900
"['4528','CONLEY','STREET,','Orlando,','FL','32811]",4,2,1547,Residential,325000
"['161','RAWSON','STREET,','Orlando,','FL','32832]",5,4,3628,Residential,801531
"['5737','GATLIN','AVENUE,','Orlando,','FL','32822]",2,2,1054,Residential,180000
"['1848','PATTERSON','AVENUE,','Orlando,','FL','32811]",3,1,1020,Residential,250000
"['6209','W','HARWOOD','AVENUE,','Orlando,','FL','32835]",3,1,1323,Residential,265000
"['8009','LANDGROVE','COURT,','Orlando,','FL','32819]",4,4,3171,Residential,875000
"['3391','PARKCHESTER','SQUARE','BOULEVARD,','Orlando,','FL','32835]",1,1,930,Residential,195000
"['6663','QUEENS','BOROUGH','AVENUE,','Orlando,','FL','32835]",3,2,1260,Residential,225000
"['1887','FLORENCE','VISTA','BOULEVARD,','Orlando,','FL','32818]",5,3,2770,Residential,500000
"['5433','LAKE','MARGARET','DRIVE,','Orlando,','FL','32812]",2,2,1023,Residential,212000
"['6598','TAXIWAY','CIRCLE,','Orlando,','FL','32822]",4,3,2556,Residential,519900
